Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
208,3.00,14.08,0.22,4.61,17.30,4.00,0.39,14.00,43.10,7.16,18.17,0.08,0.00,0.00,0.00,91.86
209,3.43,16.45,0.45,6.99,19.68,4.00,0.47,17.00,44.84,8.42,18.76,0.12,0.00,0.00,0.00,91.01
210,13.18,57.54,0.15,4.28,19.07,3.00,0.63,33.00,33.96,7.53,54.24,0.10,0.00,0.00,0.00,89.52
211,5.27,21.29,0.39,6.68,25.72,5.00,0.77,21.00,41.71,8.35,24.41,0.16,0.00,0.00,0.00,88.21
212,5.06,24.36,0.18,4.24,17.13,4.00,0.29,19.00,34.90,6.50,26.34,0.06,0.00,0.00,0.00,95.72
213,6.44,27.07,0.50,9.44,15.93,6.00,0.45,20.00,40.38,8.95,31.88,0.09,0.00,0.00,0.00,95.56
214,3.14,18.00,0.74,11.47,20.56,8.00,0.39,16.00,43.85,10.39,21.17,0.08,0.00,0.00,0.00,87.85
215,8.84,36.51,0.23,3.93,21.53,3.00,0.63,24.00,39.11,7.85,38.98,0.13,0.00,0.00,0.00,96.46
216,12.26,56.06,0.32,8.89,26.70,4.00,0.63,43.00,40.49,9.25,56.71,0.12,0.00,0.00,0.00,98.02
217,6.11,25.58,0.28,6.09,21.98,4.00,0.51,18.00,37.11,8.61,27.92,0.12,0.00,0.00,0.00,90.53
218,4.28,20.13,0.28,5.02,22.37,5.00,0.68,19.00,39.72,7.09,23.11,0.14,0.00,0.00,0.00,90.88
219,4.79,23.27,0.39,6.26,17.11,5.00,0.21,16.00,42.21,7.72,25.20,0.04,0.00,0.00,0.00,92.02
220,4.87,21.85,0.18,3.35,14.51,3.00,0.29,22.00,34.76,6.19,24.43,0.06,0.00,0.00,0.00,91.07
221,6.02,27.15,0.23,4.71,23.66,4.00,0.79,18.00,39.99,8.25,31.05,0.15,0.00,0.00,0.00,96.37
222,8.07,35.29,0.48,8.68,22.71,5.00,0.44,35.00,47.97,10.66,39.25,0.10,0.00,0.00,0.00,105.91
223,5.57,26.04,0.23,5.44,22.18,4.00,0.65,24.00,39.20,7.23,29.33,0.15,0.00,0.00,0.00,86.00
224,4.98,20.63,0.41,7.56,26.50,5.00,0.81,17.00,44.59,10.15,24.11,0.16,0.00,0.00,0.00,92.31
225,6.12,27.43,0.30,6.32,21.91,5.00,0.51,22.00,39.11,6.86,29.40,0.10,0.00,0.00,0.00,94.26
226,3.32,15.43,0.29,4.57,23.13,4.00,0.51,15.00,36.90,7.54,18.85,0.12,0.00,0.00,0.00,91.78
227,1.98,10.14,0.40,6.77,20.98,5.00,0.73,11.00,41.17,10.01,14.16,0.17,0.00,0.00,0.00,80.10
228,3.05,14.68,0.28,4.90,21.22,5.00,0.70,14.00,35.35,6.59,17.51,0.15,0.00,0.00,0.00,85.42
229,3.21,14.60,0.22,4.40,17.08,5.00,0.55,13.00,39.97,6.85,17.84,0.12,0.00,0.00,0.00,89.52
230,9.76,42.23,0.50,8.20,20.22,6.00,0.32,23.00,47.97,9.49,46.27,0.08,0.00,0.00,0.00,95.05
231,8.73,35.97,0.47,7.19,20.74,6.00,0.51,33.00,40.97,8.54,40.53,0.10,0.00,0.00,0.00,101.00
232,5.74,25.20,0.25,6.40,17.80,4.00,0.39,15.00,36.70,7.96,28.55,0.08,0.00,0.00,0.00,94.34
233,4.60,23.15,0.43,8.54,15.97,7.00,0.47,20.00,44.26,9.51,26.50,0.10,0.00,0.00,0.00,80.69
234,4.87,22.18,0.33,6.91,18.50,5.00,0.71,16.00,38.40,9.24,26.57,0.12,0.00,0.00,0.00,90.85
235,26.52,99.94,0.29,5.49,20.48,5.00,0.38,45.00,38.13,8.54,101.73,0.09,0.00,0.00,0.00,100.44
236,9.55,40.31,0.49,7.34,23.25,7.00,0.64,28.00,49.46,9.80,38.39,0.14,0.00,0.00,0.00,98.49
237,3.95,17.01,0.37,6.63,24.01,4.00,0.65,13.00,43.64,8.60,20.84,0.16,0.00,0.00,0.00,88.75
238,14.14,55.49,0.31,6.22,22.64,3.00,0.69,35.00,37.72,9.02,59.62,0.15,0.00,0.00,0.00,100.30
239,2.75,13.59,0.25,4.91,19.43,4.00,0.30,14.00,35.23,6.83,16.42,0.06,0.00,0.00,0.00,82.32
240,3.10,14.36,0.20,4.76,18.71,3.00,0.39,13.00,41.85,7.21,18.11,0.06,0.00,0.00,0.00,92.04
241,2.82,14.63,0.39,8.24,12.31,4.00,0.27,12.00,46.58,11.47,16.12,0.05,0.00,0.00,0.00,80.87
242,13.17,53.11,0.31,4.95,24.69,5.00,0.44,31.00,39.66,8.01,56.75,0.08,0.00,0.00,0.00,99.02
243,6.37,27.79,0.46,6.89,20.69,7.00,0.40,16.00,41.81,7.53,32.97,0.07,0.00,0.00,0.00,97.25
244,3.69,18.14,0.36,7.26,20.49,5.00,0.42,19.00,37.96,8.99,20.49,0.10,0.00,0.00,0.00,84.79
245,10.88,51.75,0.15,4.38,22.61,4.00,0.66,45.00,31.45,6.89,53.57,0.10,0.00,0.00,0.00,97.76
246,2.78,13.93,0.54,7.67,19.08,6.00,0.51,12.00,53.25,10.15,16.60,0.10,0.00,0.00,0.00,84.40
247,5.68,24.88,0.51,8.78,16.03,8.00,0.39,17.00,37.61,10.10,27.32,0.11,0.00,0.00,0.00,91.52
248,12.64,52.52,0.37,7.26,15.91,4.00,0.23,25.00,45.58,8.11,57.57,0.05,0.00,0.00,0.00,100.32
249,6.69,26.33,0.38,10.90,23.50,5.00,1.16,16.00,41.06,10.50,31.96,0.19,0.00,0.00,0.00,97.22
250,5.77,24.85,0.49,7.61,23.12,6.00,0.97,16.00,42.98,9.12,28.42,0.17,0.00,0.00,0.00,95.58
251,15.87,65.06,0.21,6.38,21.77,3.00,0.48,42.00,40.27,7.92,69.64,0.09,0.00,0.00,0.00,105.81
252,3.61,17.02,0.35,9.05,18.13,5.00,0.46,15.00,40.72,8.98,19.87,0.10,0.00,0.00,0.00,92.47
253,16.44,68.90,0.33,5.76,21.83,3.00,0.59,37.00,46.35,9.06,68.46,0.13,0.00,0.00,0.00,98.66
254,5.58,26.13,0.32,6.10,19.87,4.00,0.54,22.00,42.76,8.61,24.24,0.11,0.00,0.00,0.00,88.84
255,8.52,34.74,0.22,4.27,23.23,3.00,0.59,22.00,34.46,7.26,39.87,0.10,0.00,0.00,0.00,96.93
256,8.47,35.67,0.24,5.72,19.04,4.00,0.14,26.00,39.42,6.51,35.34,0.03,0.00,0.00,0.00,91.94
257,4.10,19.80,0.38,6.03,19.29,5.00,0.36,18.00,45.75,9.10,21.40,0.08,0.00,0.00,0.00,88.81
258,3.47,16.46,0.29,5.03,21.15,4.00,0.41,17.00,39.36,7.71,19.52,0.10,0.00,0.00,0.00,90.40
259,11.90,53.27,0.37,5.89,22.04,3.00,0.81,28.00,43.35,7.53,57.09,0.17,0.00,0.00,0.00,99.14
260,6.94,29.75,0.26,7.03,22.56,5.00,0.47,20.00,35.06,6.38,33.10,0.09,0.00,0.00,0.00,94.99
261,5.25,24.31,0.31,5.50,20.84,3.00,0.56,18.00,38.18,8.22,27.15,0.11,0.00,0.00,0.00,90.74
262,7.48,29.20,0.22,5.16,21.11,3.00,0.44,21.00,39.38,7.48,34.44,0.10,0.00,0.00,0.00,97.86
263,3.40,16.12,0.23,4.64,21.81,3.00,0.63,12.00,42.55,7.45,19.43,0.12,0.00,0.00,0.00,83.72
264,5.27,27.23,0.23,4.05,20.74,3.00,0.45,20.00,40.27,6.95,27.49,0.11,0.00,0.00,0.00,89.23
265,11.11,48.47,0.22,6.80,21.41,5.00,0.44,28.00,36.71,7.42,50.52,0.09,0.00,0.00,0.00,104.43
266,6.56,28.46,0.12,4.03,16.84,2.00,0.25,20.00,31.91,6.27,34.46,0.05,0.00,0.00,0.00,96.89
267,4.85,23.18,0.37,6.79,21.41,5.00,0.63,23.00,37.72,8.89,23.13,0.11,0.00,0.00,0.00,83.63
268,4.31,18.81,0.45,6.67,22.82,5.00,0.43,18.00,44.04,7.33,21.52,0.10,0.00,0.00,0.00,90.85
269,3.94,17.84,0.33,6.47,20.28,6.00,0.42,16.00,37.09,7.29,19.81,0.08,0.00,0.00,0.00,89.55
270,7.85,36.99,0.33,6.31,21.91,4.00,0.43,32.00,41.68,8.36,36.42,0.08,0.00,0.00,0.00,84.61
271,1.65,9.53,0.22,5.28,16.27,3.00,0.26,9.00,34.46,8.60,12.29,0.06,0.00,0.00,0.00,75.52
272,6.34,25.62,0.25,4.80,22.03,4.00,0.32,16.00,40.21,6.47,30.19,0.07,0.00,0.00,0.00,95.41
273,3.06,15.71,0.22,4.54,21.66,4.00,0.57,12.00,34.75,7.63,19.90,0.11,0.00,0.00,0.00,88.52
274,7.42,28.16,0.31,6.04,20.22,4.00,0.63,26.00,42.20,8.91,31.36,0.14,0.00,0.00,0.00,101.97
275,7.97,39.69,0.38,5.67,23.98,5.00,0.64,31.00,41.23,8.61,40.78,0.12,0.00,0.00,0.00,99.89
276,4.84,23.13,0.26,5.96,16.72,4.00,0.33,17.00,39.51,7.64,23.76,0.06,0.00,0.00,0.00,88.95
277,10.14,42.26,0.15,3.22,22.43,2.00,0.46,32.00,37.31,7.34,44.75,0.09,0.00,0.00,0.00,99.41
278,5.03,22.84,0.20,4.15,18.79,4.00,0.39,18.00,42.65,7.47,24.62,0.08,0.00,0.00,0.00,89.85
279,3.78,18.57,0.28,6.64,21.77,5.00,0.61,15.00,35.42,8.33,22.52,0.12,0.00,0.00,0.00,91.54
280,4.28,19.28,0.40,6.96,19.58,5.00,0.32,16.00,43.15,9.35,21.11,0.09,0.00,0.00,0.00,87.58
281,2.55,13.18,0.53,7.80,21.03,5.00,0.75,15.00,49.81,9.66,17.47,0.16,0.00,0.00,0.00,82.76
282,9.29,41.62,0.24,7.25,18.31,4.00,0.55,22.00,35.74,8.35,43.57,0.09,0.00,0.00,0.00,99.39
283,6.72,26.16,0.21,3.83,23.13,5.00,0.60,16.00,36.52,6.16,30.36,0.13,0.00,0.00,0.00,96.90
284,9.76,41.10,0.12,4.23,18.98,3.00,0.57,30.00,32.73,6.75,45.42,0.10,0.00,0.00,0.00,92.74
285,19.51,83.64,0.54,7.93,19.86,7.00,0.40,39.00,42.53,9.42,90.50,0.08,0.00,0.00,0.00,104.31
286,8.13,35.12,0.22,4.78,18.93,4.00,0.36,27.00,38.39,7.19,38.40,0.09,0.00,0.00,0.00,101.99
287,5.35,21.23,0.16,3.94,20.93,4.00,0.35,17.00,35.24,7.03,25.60,0.07,0.00,0.00,0.00,92.64
288,4.82,22.27,0.36,7.34,17.90,4.00,0.46,17.00,43.98,10.71,22.14,0.08,0.00,0.00,0.00,83.24
289,4.92,21.68,0.40,7.69,22.35,7.00,0.47,22.00,42.54,8.29,23.70,0.11,0.00,0.00,0.00,89.70
290,15.67,66.57,0.14,3.76,17.99,2.00,0.28,28.00,34.49,6.75,73.98,0.07,0.00,0.00,0.00,102.08
291,4.09,19.49,0.28,4.81,24.57,4.00,0.52,21.00,44.88,8.13,21.72,0.10,0.00,0.00,0.00,87.41
292,6.25,27.47,0.26,5.59,18.52,3.00,0.26,20.00,43.37,6.78,31.72,0.05,0.00,0.00,0.00,93.96
293,4.49,20.31,0.24,4.61,22.95,4.00,0.51,17.00,42.11,7.18,25.00,0.09,0.00,0.00,0.00,90.47
294,3.93,18.89,0.34,5.28,17.75,6.00,0.40,17.00,33.21,7.77,21.32,0.09,0.00,0.00,0.00,86.01
295,4.43,20.56,0.51,6.70,17.68,8.00,0.69,19.00,43.81,10.47,23.75,0.14,0.00,0.00,0.00,90.86
296,3.15,15.89,0.38,7.48,23.02,6.00,0.58,11.00,38.96,10.20,18.62,0.11,0.00,0.00,0.00,85.15
297,2.61,13.25,0.38,6.93,20.93,6.00,0.23,12.00,47.43,8.21,16.74,0.07,0.00,0.00,0.00,80.21
298,12.61,54.92,0.61,8.73,21.56,7.00,0.72,27.00,46.67,9.23,57.11,0.17,0.00,0.00,0.00,104.46
299,9.00,36.04,0.23,5.24,21.12,5.00,0.50,22.00,36.19,6.91,38.01,0.10,0.00,0.00,0.00,101.05
300,6.08,26.03,0.66,9.42,21.61,6.00,0.53,21.00,54.22,10.25,26.90,0.13,0.00,0.00,0.00,92.08
Average,7.61,33.08,0.32,6.14,20.60,4.54,0.49,22.82,40.22,8.10,36.07,0.10,0.00,0.00,0.00,92.59
Std Dev,5.38,21.67,0.13,1.74,2.36,1.29,0.18,9.95,4.67,1.30,22.10,0.04,0.00,0.00,0.00,7.16
