Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
208,4.14,18.35,0.13,3.87,17.91,3.00,0.30,15.00,30.81,6.24,22.58,0.07,0.00,0.00,0.00,88.99
209,3.22,15.13,0.40,8.39,20.02,8.00,0.31,15.00,40.08,9.69,18.75,0.07,0.00,0.00,0.00,87.68
210,3.81,18.60,0.43,8.60,18.21,5.00,0.29,16.00,39.28,9.75,20.40,0.05,0.00,9.00,0.00,83.58
211,4.85,22.40,0.54,10.44,19.64,7.00,0.30,22.00,40.21,8.32,21.32,0.06,0.00,8.00,0.00,83.20
212,10.46,43.31,0.35,5.95,23.50,5.00,0.65,29.00,43.83,8.83,46.57,0.13,0.00,5.00,0.00,94.92
213,6.32,27.92,0.49,8.04,23.45,8.00,0.34,18.00,41.35,8.35,31.50,0.06,0.00,5.00,0.00,91.30
214,12.30,49.20,0.19,4.39,16.48,3.00,0.24,30.00,35.76,6.12,51.13,0.06,0.00,4.00,0.00,94.01
215,11.42,43.98,0.42,6.47,17.16,5.00,0.27,26.00,44.10,7.22,48.84,0.06,0.00,0.00,0.00,94.66
216,4.78,20.36,0.26,5.56,18.63,5.00,0.65,18.00,39.64,8.05,24.40,0.13,0.00,9.00,0.00,88.13
217,14.54,55.61,0.29,4.60,22.54,4.00,0.41,40.00,44.86,6.80,54.17,0.09,0.00,33.00,0.00,94.12
218,4.15,18.59,0.29,6.93,21.26,8.00,0.66,12.00,38.73,8.47,23.00,0.13,0.00,3.00,0.00,92.31
219,7.00,31.44,0.42,8.24,19.65,6.00,0.53,17.00,39.79,8.62,35.15,0.11,0.00,1.00,0.00,93.21
220,4.95,23.31,0.31,5.37,23.41,3.00,0.44,18.00,43.39,9.40,27.31,0.08,0.00,3.00,0.00,91.63
221,11.30,48.19,0.29,5.90,18.51,6.00,0.66,28.00,36.13,8.80,49.60,0.11,0.00,13.00,0.00,97.18
222,11.87,50.51,0.19,3.40,17.52,4.00,0.41,29.00,37.32,6.22,54.64,0.08,0.00,10.00,0.00,96.83
223,7.83,34.57,0.26,5.06,18.63,4.00,0.65,18.00,38.65,9.10,37.39,0.12,0.00,2.00,0.00,93.67
224,8.72,39.37,0.18,3.98,21.97,3.00,0.72,31.00,36.20,6.88,39.66,0.13,1.00,17.00,0.00,84.82
225,3.97,18.25,0.24,4.20,15.43,4.00,0.18,15.00,39.29,7.00,21.69,0.04,0.00,8.00,0.00,86.47
226,17.54,66.68,0.28,4.75,22.60,5.00,0.31,29.00,40.49,7.21,72.55,0.07,0.00,19.00,0.00,100.07
227,9.15,36.26,0.51,9.00,17.47,5.00,0.26,26.00,46.05,8.17,41.09,0.07,0.00,2.00,0.00,98.36
228,5.34,24.94,0.26,5.05,21.46,4.00,0.45,18.00,41.49,7.54,28.60,0.11,0.00,11.00,0.00,88.26
229,4.38,17.28,0.29,5.95,18.95,4.00,0.47,18.00,37.29,8.00,21.40,0.10,0.00,13.00,0.00,94.57
230,6.77,27.39,0.34,7.16,23.17,5.00,0.66,20.00,44.68,9.17,30.68,0.16,0.00,4.00,0.00,93.65
231,10.54,41.87,0.08,3.00,17.64,2.00,0.39,24.00,30.48,6.66,46.38,0.08,0.00,2.00,0.00,99.04
232,9.13,36.74,0.21,5.06,21.85,3.00,0.50,24.00,38.37,7.47,37.38,0.10,0.00,1.00,0.00,92.17
233,11.03,42.19,0.27,4.75,19.65,4.00,0.40,29.00,42.64,6.85,47.73,0.09,0.00,11.00,0.00,96.92
234,4.32,17.65,0.29,5.52,24.07,4.00,0.72,14.00,39.46,8.20,21.03,0.14,0.00,0.00,0.00,88.46
235,9.26,46.03,0.28,5.04,18.11,3.00,0.37,28.00,38.48,6.69,42.82,0.10,0.00,2.00,0.00,85.91
236,6.33,31.45,0.38,6.93,16.79,7.00,0.33,20.00,41.07,9.32,32.69,0.04,0.00,0.00,0.00,88.72
237,7.79,32.21,0.36,6.00,21.63,5.00,0.54,24.00,38.97,8.92,34.84,0.12,0.00,19.00,0.00,92.23
238,14.50,62.91,0.41,7.85,22.03,6.00,0.64,37.00,40.45,9.93,59.12,0.15,0.00,3.00,0.00,92.63
239,11.39,47.44,0.29,7.72,20.90,5.00,0.41,30.00,42.21,7.75,43.97,0.09,0.00,20.00,0.00,88.33
240,5.46,21.87,0.37,5.52,18.88,4.00,0.25,18.00,43.37,7.82,25.23,0.07,2.00,0.00,0.00,89.49
241,3.19,16.10,0.44,7.68,20.02,6.00,0.48,14.00,39.87,9.49,18.27,0.07,0.00,5.00,0.00,84.70
242,10.11,39.16,0.28,5.54,18.19,6.00,0.32,30.00,35.76,6.93,39.75,0.08,0.00,18.00,1.00,96.81
243,18.16,78.88,0.26,6.24,17.23,6.00,0.37,45.00,37.94,7.27,71.39,0.07,0.00,24.00,0.00,91.81
244,7.57,30.39,0.26,6.39,23.05,5.00,0.53,24.00,39.11,7.35,31.72,0.11,0.00,10.00,0.00,94.28
245,12.53,53.68,0.17,3.81,16.81,2.00,0.30,32.00,38.97,6.85,54.93,0.07,0.00,16.00,0.00,94.39
246,5.12,22.67,0.28,4.83,18.42,4.00,0.67,18.00,36.31,8.01,24.75,0.13,0.00,4.00,0.00,89.96
247,8.43,36.56,0.20,5.82,18.41,3.00,0.56,24.00,35.60,7.09,41.03,0.09,0.00,3.00,0.00,94.03
248,16.65,67.27,0.27,6.35,19.65,5.00,0.36,33.00,42.19,6.89,74.28,0.08,0.00,8.00,0.00,98.72
249,3.86,16.64,0.30,4.93,18.67,5.00,0.80,13.00,42.65,8.68,19.94,0.17,0.00,1.00,0.00,88.26
250,6.07,24.47,0.29,4.94,22.37,4.00,0.61,19.00,41.58,7.04,27.63,0.12,0.00,17.00,0.00,91.74
251,3.22,14.39,0.35,6.28,17.29,4.00,0.47,13.00,40.99,9.17,18.28,0.12,0.00,2.00,0.00,84.21
252,5.82,26.78,0.38,6.13,21.88,6.00,0.41,25.00,41.79,8.01,29.37,0.11,0.00,1.00,0.00,91.92
253,23.11,94.90,0.33,6.63,20.71,6.00,0.41,46.00,41.78,7.67,99.17,0.10,0.00,37.00,0.00,94.89
254,2.77,13.60,0.19,4.06,17.92,3.00,0.37,10.00,38.12,7.15,16.80,0.07,0.00,0.00,1.00,80.16
255,4.73,20.74,0.27,5.44,18.11,4.00,0.53,18.00,40.98,7.43,23.34,0.11,0.00,1.00,0.00,88.01
256,3.01,14.24,0.36,7.10,20.06,5.00,0.35,13.00,41.54,8.11,17.47,0.07,0.00,0.00,0.00,80.61
257,3.20,14.83,0.20,3.96,20.47,3.00,0.64,13.00,36.94,6.82,17.81,0.12,0.00,0.00,0.00,85.93
258,5.33,24.98,0.26,5.78,19.66,3.00,0.49,28.00,43.48,9.00,25.01,0.11,0.00,10.00,0.00,84.94
259,5.22,21.82,0.24,5.29,20.63,4.00,0.48,18.00,39.22,8.08,23.55,0.11,1.00,10.00,0.00,91.49
260,7.74,34.74,0.36,5.81,18.40,5.00,0.26,26.00,46.64,6.51,36.62,0.07,0.00,11.00,3.00,93.35
261,5.29,22.61,0.25,4.80,19.87,4.00,0.47,24.00,37.59,7.29,23.48,0.09,0.00,7.00,0.00,83.31
262,8.56,33.51,0.40,7.34,16.96,5.00,0.21,23.00,38.99,8.29,36.43,0.06,0.00,14.00,0.00,94.91
263,12.52,51.44,0.52,9.83,24.39,6.00,0.80,24.00,43.55,10.30,55.42,0.13,0.00,0.00,0.00,95.91
264,8.71,38.32,0.39,7.31,19.25,6.00,0.40,25.00,43.62,7.50,37.69,0.07,0.00,0.00,0.00,84.64
265,4.69,20.87,0.28,4.69,19.52,3.00,0.38,17.00,46.00,8.23,22.21,0.08,0.00,0.00,0.00,87.22
266,4.44,22.35,0.28,4.34,23.96,5.00,0.56,20.00,38.12,7.67,22.87,0.10,0.00,4.00,0.00,82.21
267,7.59,28.86,0.40,6.53,17.43,5.00,0.42,29.00,41.86,8.35,33.30,0.09,0.00,10.00,0.00,90.34
268,4.46,20.52,0.18,4.29,20.08,4.00,0.54,16.00,38.09,6.48,22.92,0.13,1.00,10.00,0.00,85.40
269,15.66,60.38,0.31,6.85,21.55,4.00,0.38,34.00,39.37,8.26,65.17,0.06,0.00,29.00,0.00,97.71
270,12.43,55.46,0.38,7.26,23.01,7.00,0.59,35.00,40.50,9.30,53.66,0.13,0.00,26.00,0.00,86.35
271,5.09,20.89,1.16,12.38,20.92,8.00,0.44,18.00,53.85,12.73,23.78,0.12,0.00,4.00,0.00,89.35
272,3.20,15.38,0.16,3.88,17.29,3.00,0.27,12.00,29.37,5.46,18.18,0.08,0.00,1.00,0.00,85.62
273,8.33,33.40,0.20,4.51,19.03,4.00,0.47,33.00,37.45,7.57,35.27,0.07,0.00,0.00,0.00,97.93
274,10.17,41.94,0.30,6.21,20.85,4.00,0.38,23.00,42.36,6.53,48.17,0.10,0.00,14.00,0.00,100.30
275,13.39,54.03,0.96,13.15,18.80,11.00,0.24,41.00,53.62,14.09,49.80,0.05,0.00,17.00,0.00,89.43
276,4.42,18.21,0.45,8.00,25.96,6.00,0.73,13.00,45.04,9.66,21.65,0.17,1.00,10.00,0.00,88.40
277,4.85,24.00,0.32,5.14,20.67,5.00,0.52,16.00,39.79,7.46,25.82,0.08,0.00,3.00,0.00,86.94
278,3.98,18.99,0.26,6.89,19.31,4.00,0.31,16.00,37.37,7.67,21.56,0.07,0.00,0.00,0.00,86.32
279,10.82,44.67,0.48,8.51,18.19,7.00,0.38,26.00,42.93,8.76,45.21,0.08,0.00,2.00,0.00,94.04
280,5.71,25.72,0.15,4.30,19.12,4.00,0.48,19.00,29.47,6.89,27.33,0.11,0.00,0.00,0.00,89.09
281,7.68,31.95,0.35,6.41,17.24,5.00,0.17,19.00,42.96,9.08,34.94,0.04,0.00,16.00,0.00,95.92
282,31.18,115.84,0.61,8.57,18.87,5.00,0.46,52.00,43.81,8.51,127.86,0.08,0.00,23.00,0.00,98.48
283,3.47,15.94,0.27,7.60,24.45,6.00,0.80,11.00,30.98,7.10,19.38,0.18,0.00,0.00,0.00,90.28
284,2.62,12.35,0.20,4.91,20.77,4.00,0.48,12.00,38.42,6.74,14.79,0.10,0.00,8.00,0.00,81.67
285,8.70,37.42,0.15,4.25,18.45,3.00,0.23,27.00,30.26,6.52,42.16,0.04,0.00,14.00,0.00,93.47
286,10.11,40.87,0.45,8.01,19.28,7.00,0.39,27.00,40.91,8.96,41.79,0.07,0.00,23.00,0.00,96.56
287,5.28,24.61,0.25,5.82,19.00,4.00,0.48,20.00,38.32,7.76,28.05,0.09,0.00,13.00,0.00,84.15
288,6.41,29.60,0.43,6.59,21.38,4.00,0.61,24.00,41.01,8.77,32.37,0.11,2.00,6.00,0.00,90.48
289,11.54,49.14,0.37,6.39,19.66,5.00,0.81,24.00,36.71,7.24,51.74,0.15,0.00,13.00,0.00,95.48
290,13.49,54.28,0.18,5.29,16.01,3.00,0.28,37.00,35.16,6.73,54.75,0.05,0.00,1.00,0.00,98.16
291,23.48,90.52,0.23,5.02,18.42,4.00,0.34,57.00,36.89,6.85,86.41,0.07,0.00,45.00,0.00,96.89
292,10.56,43.51,0.22,4.07,24.23,3.00,0.90,30.00,35.99,6.94,49.56,0.21,0.00,9.00,1.00,95.65
293,14.92,57.23,0.23,5.53,22.79,3.00,0.52,30.00,39.57,7.80,62.25,0.12,0.00,24.00,0.00,100.23
294,5.07,21.60,0.45,6.58,20.92,4.00,0.55,14.00,49.54,9.40,26.55,0.13,0.00,8.00,0.00,92.26
295,18.31,72.20,0.21,5.24,23.93,4.00,0.52,39.00,36.39,8.43,66.58,0.09,0.00,24.00,0.00,91.28
296,6.52,30.49,0.52,7.02,20.94,5.00,0.40,27.00,49.65,8.82,28.95,0.08,3.00,0.00,0.00,86.57
297,2.30,11.27,0.20,4.71,20.12,4.00,0.65,13.00,35.62,7.30,14.24,0.12,0.00,6.00,0.00,80.43
298,6.82,25.43,0.44,6.60,21.46,6.00,0.67,18.00,46.80,8.74,29.25,0.16,0.00,4.00,0.00,95.52
299,3.10,16.12,0.48,6.94,22.53,9.00,0.83,16.00,40.10,9.34,18.52,0.20,0.00,1.00,0.00,82.59
300,3.85,18.63,0.20,6.66,16.37,4.00,0.20,12.00,32.42,7.31,21.64,0.05,0.00,0.00,0.00,86.15
Average,8.31,34.59,0.32,6.05,20.27,4.67,0.48,23.82,39.81,7.99,37.50,0.10,0.16,9.07,0.06,90.74
Std Dev,5.52,20.87,0.14,1.75,2.31,1.49,0.18,9.51,4.48,1.35,20.98,0.04,0.52,9.59,0.29,5.65
