Simulation #,Avg Queue Length A,Avg Fuel Wait A,Avg Queue Length B,Avg Fuel Wait B,Clerk Utilization,Pump B Max Queue,Avg Invoice Wait,Pump A Max Queue,Pump B Utilization,Avg Stay Time B,Avg Stay Time A,Avg Invoice Queue Length,Final Queue B,Final Queue A,Final Invoice Queue,Pump A Utilization
208,3.74,17.63,0.18,4.43,21.10,4.00,0.46,16.00,32.65,6.53,20.02,0.11,0.00,0.00,0.00,88.13
209,15.18,62.33,0.22,5.75,18.18,6.00,0.34,35.00,35.62,6.88,64.82,0.08,0.00,0.00,0.00,100.65
210,4.22,21.30,0.30,6.40,21.43,4.00,0.77,16.00,35.10,9.79,23.81,0.17,0.00,0.00,0.00,84.63
211,4.80,21.84,0.23,6.74,19.35,5.00,0.66,14.00,29.53,8.35,25.80,0.12,0.00,0.00,0.00,93.08
212,13.32,72.78,0.24,4.87,23.59,4.00,0.43,48.00,45.44,7.67,66.24,0.09,0.00,0.00,0.00,101.14
213,9.55,38.11,0.34,5.88,22.07,5.00,0.34,26.00,41.39,7.57,42.74,0.10,0.00,0.00,0.00,102.78
214,15.11,60.32,0.23,4.80,19.37,4.00,0.25,29.00,39.45,6.92,66.43,0.05,0.00,0.00,0.00,102.16
215,11.35,46.76,0.39,6.93,17.90,5.00,0.19,36.00,42.40,7.56,50.06,0.05,0.00,0.00,0.00,95.98
216,9.23,43.83,0.18,3.86,17.79,4.00,0.44,30.00,35.14,5.95,45.57,0.09,0.00,0.00,0.00,86.36
217,4.70,25.21,0.30,5.56,19.90,4.00,0.43,15.00,40.66,7.96,27.34,0.10,0.00,0.00,0.00,81.91
218,4.43,23.13,0.16,3.59,23.28,3.00,0.39,19.00,31.26,6.45,27.37,0.08,0.00,0.00,0.00,87.62
219,2.71,14.22,0.47,8.20,20.93,7.00,0.43,15.00,44.19,10.58,14.63,0.09,0.00,0.00,0.00,78.61
220,2.88,13.36,0.28,5.75,14.76,4.00,0.13,12.00,39.34,7.65,16.67,0.03,0.00,0.00,0.00,88.11
221,4.09,18.31,0.25,6.33,18.23,5.00,0.50,17.00,34.62,6.79,21.89,0.09,0.00,0.00,0.00,88.14
222,19.71,80.35,0.20,4.65,20.23,3.00,0.33,46.00,39.28,7.33,83.48,0.08,0.00,0.00,0.00,102.78
223,16.93,72.44,0.18,4.34,20.08,3.00,1.01,41.00,34.29,6.70,76.01,0.17,0.00,0.00,0.00,98.79
224,5.91,28.19,0.42,6.98,21.23,6.00,0.31,23.00,41.92,8.52,29.02,0.06,0.00,0.00,0.00,94.22
225,10.91,50.33,0.27,7.85,19.48,5.00,0.23,26.00,39.81,7.48,53.63,0.06,0.00,0.00,0.00,96.23
226,4.01,18.66,0.19,5.12,18.47,4.00,0.31,16.00,32.90,7.64,21.77,0.07,0.00,0.00,0.00,82.36
227,7.36,33.30,0.16,4.87,24.53,3.00,0.45,33.00,34.41,7.31,35.63,0.08,0.00,0.00,0.00,97.15
228,3.38,17.70,0.50,7.32,15.43,6.00,0.30,18.00,47.71,9.14,18.73,0.06,0.00,0.00,0.00,80.94
229,19.64,84.51,0.37,6.84,23.23,5.00,0.59,50.00,44.53,9.09,96.02,0.11,0.00,0.00,0.00,106.10
230,5.29,23.14,0.13,3.21,18.71,2.00,0.36,15.00,38.47,5.82,26.70,0.08,0.00,0.00,0.00,89.35
231,6.99,29.75,0.42,8.89,18.00,6.00,0.16,21.00,38.74,7.91,33.77,0.03,0.00,0.00,0.00,95.37
232,6.54,26.60,0.25,5.23,23.15,5.00,0.58,22.00,36.42,8.18,28.66,0.10,0.00,0.00,0.00,92.01
233,10.34,47.11,0.48,8.17,21.58,6.00,0.51,40.00,40.60,9.87,48.93,0.08,0.00,0.00,0.00,102.07
234,4.81,25.76,0.20,5.36,17.10,4.00,0.35,25.00,38.06,7.59,24.63,0.06,0.00,0.00,0.00,85.76
235,5.92,29.45,0.19,4.63,19.71,4.00,0.41,26.00,36.06,7.12,30.50,0.09,0.00,0.00,0.00,87.82
236,2.89,13.72,0.25,5.76,19.03,4.00,0.45,11.00,37.72,6.50,18.50,0.10,0.00,0.00,0.00,88.90
237,7.48,31.99,0.21,5.96,20.34,4.00,0.65,19.00,39.33,6.86,34.61,0.14,0.00,0.00,0.00,93.64
238,27.48,114.65,0.44,8.29,24.42,7.00,0.66,46.00,45.28,8.78,122.57,0.11,0.00,0.00,0.00,100.52
239,5.13,22.14,0.34,6.65,25.07,5.00,1.23,18.00,39.77,9.16,25.55,0.27,0.00,0.00,0.00,89.30
240,4.46,17.93,0.19,4.25,21.08,6.00,0.61,16.00,37.55,5.93,23.50,0.15,0.00,0.00,0.00,96.08
241,6.91,29.37,0.16,3.92,21.95,4.00,0.36,23.00,33.44,6.56,31.37,0.07,0.00,0.00,0.00,89.17
242,4.12,20.46,0.68,9.65,20.11,7.00,0.58,16.00,50.66,10.05,24.72,0.11,0.00,0.00,0.00,87.17
243,6.08,28.45,0.14,4.60,22.19,3.00,0.77,20.00,34.22,6.55,30.41,0.15,0.00,0.00,0.00,86.12
244,4.19,20.22,0.27,4.95,21.15,5.00,0.57,17.00,39.42,7.52,23.76,0.12,0.00,0.00,0.00,87.02
245,3.06,13.76,0.19,4.66,16.92,4.00,0.35,17.00,38.74,6.63,15.74,0.07,0.00,0.00,0.00,85.81
246,8.15,32.38,0.35,5.85,26.17,6.00,0.54,23.00,44.29,8.03,36.19,0.13,0.00,0.00,0.00,94.11
247,7.95,31.32,0.57,9.29,21.95,8.00,0.36,24.00,43.95,10.83,36.08,0.10,0.00,0.00,0.00,96.30
248,3.08,14.61,0.34,6.04,18.94,4.00,0.40,14.00,46.27,7.84,19.36,0.10,0.00,0.00,0.00,84.30
249,5.54,25.22,0.22,5.38,19.07,5.00,0.26,21.00,34.28,6.49,28.51,0.06,0.00,0.00,0.00,94.12
250,5.45,24.31,0.45,8.04,20.73,5.00,0.39,24.00,43.06,9.97,28.12,0.07,0.00,0.00,0.00,96.54
251,6.73,28.29,0.30,5.41,21.05,5.00,0.50,22.00,42.84,7.18,32.10,0.12,0.00,0.00,0.00,90.82
252,6.84,28.86,0.42,6.59,21.63,5.00,0.45,24.00,39.99,9.13,31.53,0.09,0.00,0.00,0.00,95.82
253,5.69,26.18,0.16,4.58,24.78,3.00,0.48,16.00,35.35,7.31,30.17,0.09,0.00,0.00,0.00,95.13
254,14.98,61.01,0.33,7.53,19.84,5.00,0.62,38.00,34.52,7.89,64.67,0.14,0.00,0.00,0.00,93.41
255,5.99,26.49,0.37,8.59,21.30,5.00,0.48,20.00,36.20,9.19,30.75,0.10,0.00,0.00,0.00,93.39
256,8.74,36.92,0.24,4.55,21.81,3.00,0.44,27.00,41.84,7.82,40.04,0.08,0.00,0.00,0.00,100.68
257,4.06,16.68,0.21,4.59,18.98,4.00,0.21,19.00,40.41,7.44,21.95,0.05,0.00,0.00,0.00,90.86
258,7.65,32.00,0.31,7.26,18.22,3.00,0.48,20.00,44.79,8.41,34.89,0.12,0.00,0.00,0.00,90.22
259,8.97,38.13,0.26,4.71,21.90,4.00,0.42,29.00,38.18,6.70,42.01,0.09,0.00,0.00,0.00,100.88
260,7.70,34.42,0.22,4.45,20.54,3.00,0.35,26.00,35.15,6.27,37.80,0.07,0.00,0.00,0.00,95.03
261,6.33,26.38,0.28,6.20,21.59,5.00,0.70,20.00,37.64,7.66,27.02,0.14,0.00,0.00,0.00,94.97
262,15.13,64.75,0.19,4.67,18.06,3.00,0.34,32.00,34.34,6.18,66.22,0.09,0.00,0.00,0.00,93.00
263,14.52,60.20,0.21,5.16,17.72,4.00,0.24,32.00,34.44,7.76,66.06,0.05,0.00,0.00,0.00,106.39
264,20.79,78.19,0.30,6.90,23.42,6.00,0.46,44.00,35.72,7.81,79.43,0.10,0.00,0.00,0.00,101.17
265,5.37,24.32,0.26,4.99,19.81,5.00,0.34,20.00,41.60,6.48,29.31,0.08,0.00,0.00,0.00,90.51
266,8.09,34.58,0.46,7.66,20.30,9.00,0.54,22.00,38.44,9.43,36.98,0.11,0.00,0.00,0.00,93.19
267,3.06,14.83,0.33,6.20,19.40,5.00,0.32,15.00,37.64,9.34,18.69,0.06,0.00,0.00,0.00,86.84
268,3.13,15.36,0.33,6.61,17.18,6.00,0.26,15.00,42.06,8.49,19.59,0.04,0.00,0.00,0.00,89.21
269,13.01,52.78,0.20,5.07,20.01,5.00,0.55,36.00,38.14,8.41,52.80,0.13,0.00,0.00,0.00,100.70
270,5.48,23.10,0.31,5.45,23.95,5.00,0.84,18.00,39.10,8.37,26.54,0.20,0.00,0.00,0.00,93.18
271,16.54,67.55,0.11,2.71,18.00,3.00,0.24,45.00,27.53,5.46,63.79,0.05,0.00,0.00,0.00,94.14
272,17.75,80.83,0.36,5.94,19.86,5.00,0.33,45.00,44.16,7.74,80.48,0.06,0.00,0.00,0.00,103.72
273,4.86,21.91,0.47,8.14,21.21,5.00,0.66,15.00,48.01,8.20,27.00,0.17,0.00,0.00,0.00,95.05
274,4.88,23.58,0.14,3.84,17.94,2.00,0.57,25.00,39.34,7.80,23.10,0.11,0.00,0.00,0.00,81.84
275,3.46,15.96,0.38,7.61,20.61,7.00,0.41,15.00,36.66,7.66,17.68,0.08,0.00,0.00,0.00,85.39
276,5.46,24.49,0.31,5.90,26.97,5.00,0.90,25.00,42.42,9.15,28.02,0.18,0.00,0.00,0.00,89.32
277,8.14,33.92,0.25,6.74,21.75,5.00,0.69,29.00,39.79,6.93,39.06,0.15,0.00,0.00,0.00,95.34
278,15.42,62.15,0.29,5.29,18.10,4.00,0.33,29.00,40.84,7.11,65.43,0.07,0.00,0.00,0.00,102.42
279,6.87,29.78,0.31,6.04,17.29,4.00,0.37,23.00,38.68,7.42,36.84,0.08,0.00,0.00,0.00,94.75
280,2.91,14.26,0.51,9.81,18.47,7.00,0.46,14.00,41.89,9.07,17.31,0.11,0.00,0.00,0.00,87.12
281,2.07,13.11,0.70,9.98,21.89,8.00,0.51,14.00,47.80,11.44,14.20,0.10,0.00,0.00,0.00,78.56
282,9.18,40.27,0.33,8.55,18.68,6.00,0.43,20.00,37.18,10.07,44.78,0.09,0.00,0.00,0.00,97.01
283,2.22,11.13,0.29,5.10,18.94,4.00,0.58,10.00,41.34,7.21,13.65,0.12,0.00,0.00,0.00,79.89
284,2.98,16.43,0.22,4.67,22.04,3.00,0.52,14.00,44.95,8.28,17.38,0.09,0.00,0.00,0.00,83.83
285,11.92,48.11,0.19,4.27,18.08,3.00,0.31,28.00,40.84,7.76,54.01,0.06,0.00,0.00,0.00,97.18
286,9.29,36.74,0.38,5.88,22.83,5.00,0.59,25.00,42.21,8.02,40.73,0.14,0.00,0.00,0.00,95.32
287,7.01,30.75,0.32,6.41,22.33,4.00,0.79,23.00,42.43,9.11,33.72,0.15,0.00,0.00,0.00,91.31
288,4.22,21.01,0.55,7.08,20.16,5.00,0.48,21.00,47.19,8.87,25.17,0.10,0.00,0.00,0.00,79.26
289,8.32,38.56,0.22,4.73,16.52,4.00,0.33,24.00,38.42,6.59,38.45,0.07,0.00,0.00,0.00,94.01
290,5.44,26.91,0.50,6.97,22.24,4.00,0.74,23.00,51.83,9.60,27.08,0.15,0.00,0.00,0.00,92.78
291,3.79,17.13,0.42,6.68,22.87,5.00,0.56,13.00,50.88,7.23,22.11,0.12,0.00,0.00,0.00,89.72
292,11.78,49.52,0.41,6.22,23.98,5.00,0.70,26.00,48.87,7.07,52.16,0.14,0.00,0.00,0.00,99.78
293,14.10,53.27,0.27,5.18,23.45,3.00,0.34,29.00,35.70,8.15,59.52,0.08,0.00,0.00,0.00,106.71
294,8.65,37.66,0.39,5.91,22.61,5.00,0.47,23.00,39.22,8.63,42.51,0.11,0.00,0.00,0.00,96.29
295,4.62,20.26,0.36,7.10,19.21,5.00,0.59,18.00,43.18,8.02,21.52,0.11,0.00,0.00,0.00,87.47
296,5.62,27.08,0.39,6.55,17.26,5.00,0.40,21.00,42.29,8.38,28.01,0.09,0.00,0.00,0.00,91.50
297,5.35,21.63,0.18,5.19,17.87,3.00,0.39,13.00,35.24,6.40,23.54,0.07,0.00,0.00,0.00,94.58
298,10.16,42.41,0.22,5.17,19.52,4.00,0.51,30.00,38.48,7.77,46.41,0.12,0.00,0.00,0.00,96.28
299,4.08,22.51,0.74,11.93,17.33,7.00,0.71,18.00,39.42,12.70,22.82,0.22,0.00,0.00,0.00,82.51
300,4.17,19.78,0.60,9.13,19.10,7.00,0.29,18.00,52.12,10.13,21.23,0.07,0.00,0.00,0.00,88.32
Average,8.17,35.31,0.30,6.00,20.30,4.53,0.48,24.16,39.34,7.97,38.24,0.10,0.00,0.00,0.00,93.00
Std Dev,5.16,20.86,0.13,1.72,2.43,1.40,0.19,10.01,4.72,1.31,20.93,0.04,0.00,0.00,0.00,6.85
